geo,time,GDP,LEX,POP,world_region,category
afg,2010,1214.61,59.61,31411743,asia,country
alb,2010,6746.44,76.78,3204284,europe,country
dza,2010,6300.64,70.61,35468208,africa,country
ago,2010,5497.61,50.68,19081912,africa,country
atg,2010,13921.51,75.43,88710,americas,country
arg,2010,14486.63,75.77,40412376,americas,country
arm,2010,4598.93,74.29,3092072,europe,country
abw,2010,21868.81,75.05,107488,americas,country
aus,2010,34884.76,82.09,22268384,asia,country
aut,2010,35816.33,80.59,8393644,europe,country
aze,2010,9325.55,70.51,9187783,europe,country
bhs,2010,21022.7,74.75,342877,americas,country
bhr,2010,24012.8,76.2,1261835,asia,country
bgd,2010,1621.04,69.44,148692131,asia,country
brb,2010,16223.53,74.87,273331,americas,country
blr,2010,12490.18,69.61,9595421,europe,country
bel,2010,32832.33,80,10712066,europe,country
blz,2010,7271.49,73.24,311627,americas,country
ben,2010,1438.98,58.79,8849892,africa,country
btn,2010,5273.68,67.01,725940,asia,country
bol,2010,4095.21,66.36,9929849,americas,country
bih,2010,7596,75.89,3760149,europe,country
bwa,2010,13181.34,46.58,2006945,africa,country
bra,2010,10195.44,73.12,194946471,americas,country
chn,2010,7405.72,74.86,1341335156,asia,country
brn,2010,45460.87,77.95,398920,asia,country
bgr,2010,10990.43,73.24,7494332,europe,country
bfa,2010,1277.68,55.08,16468714,africa,country
bdi,2010,468.43,52.63,8382849,africa,country
khm,2010,1858.47,70.81,14138255,asia,country
cmr,2010,2017.81,53.71,19598889,africa,country
can,2010,35219.34,80.98,34016593,americas,country
cpv,2010,3655.83,74.09,495999,africa,country
caf,2010,701.65,48.13,4401051,africa,country
tcd,2010,1759.97,49.79,11227208,africa,country
chl,2010,14038.37,79.16,17113688,americas,country
col,2010,7417.8,73.42,46294841,americas,country
com,2010,1022.62,60.22,734750,africa,country
cod,2010,373.63,49.01,65965795,africa,country
cog,2010,4049.16,57.22,4042899,africa,country
cri,2010,10122.52,79.28,4658887,americas,country
civ,2010,1512.08,49.64,19737800,africa,country
hrv,2010,13615.8,76.54,4403330,europe,country
cub,2010,9626.11,78.73,11257979,americas,country
cyp,2010,24436.94,79.34,1103647,europe,country
cze,2010,22526.65,77.26,10492960,europe,country
dnk,2010,32828.74,78.96,5550142,europe,country
dji,2010,2165.76,60.3,888716,africa,country
dom,2010,6663.74,72.73,9927320,americas,country
ecu,2010,7182.7,75.64,14464739,americas,country
egy,2010,6059.97,70.47,81121077,africa,country
slv,2010,5677.27,71.88,6192993,americas,country
gnq,2010,13383.76,51.48,700401,africa,country
eri,2010,561.05,61.27,5253676,africa,country
est,2010,16865.75,74.09,1341140,europe,country
eth,2010,871.83,61.48,82949541,africa,country
fji,2010,4074.62,69.25,860623,asia,country
fin,2010,31053.39,79.98,5364546,europe,country
fra,2010,29691.24,81.35,62787427,europe,country
pyf,2010,26564.31,75.61,270764,asia,country
gab,2010,12542.54,62.33,1505463,africa,country
gmb,2010,793.61,58.1,1728394,africa,country
geo,2010,4388.66,73.88,4352244,europe,country
deu,2010,32886.85,80.23,82302465,europe,country
gha,2010,1485.65,60.62,24391823,africa,country
grc,2010,24947.1,80.23,11359346,europe,country
grd,2010,8585.78,72.37,104487,americas,country
gtm,2010,5181.68,71.1,14388929,americas,country
gin,2010,939.37,55.31,9981590,africa,country
gnb,2010,595.53,53.57,1515224,africa,country
guy,2010,3937.58,65.77,754493,americas,country
hti,2010,1148.74,45,9993247,americas,country
hnd,2010,3516.58,72.85,7600524,americas,country
hkg,2010,41939.22,82.84,7053189,asia,country
hun,2010,16982.81,74.22,9983645,europe,country
isl,2010,33316.46,81.7,320136,europe,country
ind,2010,2961.17,65.65,1224614332,asia,country
idn,2010,3982.91,70.18,239870936,asia,country
irn,2010,12483.19,73.09,73973630,asia,country
irq,2010,3760.81,68.75,31671591,asia,country
irl,2010,35257.17,80.15,4469900,europe,country
isr,2010,26459.26,81.29,7418400,asia,country
ita,2010,26549.34,81.92,60550848,europe,country
jam,2010,6892.46,72.89,2741052,americas,country
jpn,2010,30731.99,83.09,126535920,asia,country
jor,2010,5201.95,73.39,6187227,asia,country
kaz,2010,11040.26,66.1,16026367,asia,country
ken,2010,1471.32,59.58,40512682,africa,country
kir,2010,3031.81,67.94,99546,asia,country
prk,2010,1548.61,69.11,24346229,asia,country
kor,2010,25080.35,80.77,48183584,asia,country
kwt,2010,39766.96,73.99,2736732,asia,country
kgz,2010,2018.14,67.05,5334223,asia,country
lao,2010,2466.64,66.95,6200894,asia,country
lva,2010,13466.9,71.83,2252060,europe,country
lbn,2010,13657.99,79.11,4227597,asia,country
lso,2010,1801.34,47.58,2171318,africa,country
lbr,2010,450.11,59.45,3994122,africa,country
lby,2010,11842.38,74.73,6355112,africa,country
ltu,2010,15408.12,71.63,3323611,europe,country
lux,2010,70402.84,80,507448,europe,country
mac,2010,57656.72,79.75,543656,asia,country
mkd,2010,8732.6,74.73,2060563,europe,country
mdg,2010,995.21,63.38,20713819,africa,country
mwi,2010,844.42,53.53,14900841,africa,country
mys,2010,13185.43,74.47,28401017,asia,country
mdv,2010,5642.14,76.77,315885,asia,country
mli,2010,1121.55,53.78,15369809,africa,country
mlt,2010,22034.25,79.22,416515,europe,country
mrt,2010,1801.64,61.06,3459773,africa,country
mus,2010,12317.23,73.14,1299172,africa,country
mex,2010,11390.58,76.83,113423046,americas,country
fsm,2010,5561.49,68.65,111064,asia,country
mda,2010,2794.92,68.54,3572885,europe,country
mng,2010,3345.8,66.82,2756001,asia,country
mne,2010,9396.21,74.48,631490,europe,country
mar,2010,4263.17,70.24,31951412,africa,country
moz,2010,954.48,49.2,23390765,africa,country
mmr,2010,1538.13,64.65,47963012,asia,country
nam,2010,5159.79,62.59,2283289,africa,country
npl,2010,1203.93,67.11,29959364,asia,country
nld,2010,36526.12,80.62,16612988,europe,country
ant,2010,22582.63,76.51,200689,americas,country
ncl,2010,34812.89,75.67,250870,asia,country
nzl,2010,24607.28,80.67,4368136,asia,country
nic,2010,2871.9,73.84,5788163,americas,country
ner,2010,661.17,56.95,15511953,africa,country
nga,2010,2297.34,51.29,158423182,africa,country
nor,2010,46595.82,81.06,4883111,europe,country
omn,2010,29371.91,75.72,2782435,asia,country
pak,2010,2614.77,66.11,173593382,asia,country
pan,2010,11494.67,76.91,3516820,americas,country
png,2010,2073.92,61.99,6858266,asia,country
pry,2010,4508.38,72.01,6454548,americas,country
per,2010,8419.9,73.91,29076512,americas,country
phl,2010,3434.69,68.2,93260798,asia,country
pol,2010,17089.72,75.9,38276660,europe,country
prt,2010,20350.98,79.29,10675572,europe,country
pri,2010,18517.9,78.32,3749009,americas,country
qat,2010,82181.86,77.95,1758793,asia,country
rou,2010,10738.96,73.47,21486371,europe,country
rus,2010,14207.51,67.62,142958165,europe,country
rwa,2010,1094.05,62.27,10624005,africa,country
lca,2010,10572.64,74.42,174267,americas,country
vct,2010,6925.2,72.17,109333,americas,country
wsm,2010,4936.37,72.28,183081,asia,country
stp,2010,1835.45,65.93,165397,africa,country
sau,2010,23841.28,74.83,27448086,asia,country
sen,2010,1740.51,62.93,12433728,africa,country
srb,2010,9437.81,73.67,9856222,europe,country
syc,2010,16341.86,72.72,86518,africa,country
sle,2010,889.58,44.84,5867536,africa,country
sgp,2010,48324.58,81.78,5086418,asia,country
svk,2010,19794.74,75.02,5462119,europe,country
svn,2010,24515.97,79.12,2029680,europe,country
slb,2010,1820.62,67.02,538148,asia,country
som,2010,948.48,53,9330872,africa,country
zaf,2010,9322.16,54.54,50132817,africa,country
ssd,2010,2709,53.48,9415421,africa,country
esp,2010,26779.63,81.65,46076989,europe,country
lka,2010,4561.07,73.79,20859949,asia,country
sdn,2010,2597.12,61.49,34136520,africa,country
sur,2010,8431.13,70.3,524636,americas,country
swz,2010,5163.28,48.39,1186056,africa,country
swe,2010,33316.77,81.42,9379687,europe,country
che,2010,37220.03,82.19,7664318,europe,country
syr,2010,4609.73,74.69,20410606,asia,country
twn,2010,31372.91,79.15,23025000,asia,country
tjk,2010,1768.09,66.83,6878637,asia,country
tza,2010,1229.29,59.22,44841226,africa,country
tha,2010,7996.07,73.85,69122234,asia,country
tls,2010,2987.64,65.95,1124355,asia,country
tgo,2010,925.39,55.51,6027798,africa,country
ton,2010,4834.89,72.2,104058,asia,country
tto,2010,17716.97,69.55,1341465,americas,country
tun,2010,7664.84,75.14,10480934,africa,country
tur,2010,8556.03,74.27,72752325,europe,country
tkm,2010,6427.02,65,5041995,asia,country
uga,2010,1219.45,57.31,33424683,africa,country
ukr,2010,6022.47,68.18,45448329,europe,country
are,2010,31040.25,76.32,7511690,asia,country
gbr,2010,31448.18,80.08,62035570,europe,country
usa,2010,41230.56,78.5,310383948,americas,country
ury,2010,12097.77,76.78,3368786,americas,country
uzb,2010,2753.98,67.87,27444702,asia,country
vut,2010,3959.32,70.76,239651,asia,country
ven,2010,10956.6,74.15,28979857,americas,country
pse,2010,3934.95,72.64,4039192,asia,country
vnm,2010,2830.77,75.49,87848445,asia,country
yem,2010,2418.76,62.53,24052514,asia,country
zmb,2010,1420.23,54.54,13088570,africa,country
zwe,2010,479.82,53.68,12571454,africa,country
